Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Reliability
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2009,2.5,374000,False,25000,Unreliable
LX,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,160000,False,188000,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,111000,False,63000,Moderate
Suburban,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012,5.3,220,False,65000,Unreliable
Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2011,3.5,355000,False,20000,Unreliable
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2017,3.5,129000,False,65000,Moderate
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2012,5.4,350000,False,30000,Unreliable
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,106,True,0,Moderate
Sportage,Dammam,Kia,Automatic,Saudi,Full,2014,2.4,140000,False,45000,Moderate
6,Jubail,Mazda,Automatic,Saudi,Standard,2019,2.5,143000,False,68000,Unreliable
360,Jeddah,MG,Automatic,Saudi,Full,2019,1.2,24000,False,36000,Reliable
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2016,3.5,45000,False,112000,Moderate
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,False,42000,Unreliable
Avalon,Jeddah,Toyota,Automatic,Other,Full,2017,3.5,117000,True,0,Moderate
Previa,Makkah,Toyota,Automatic,Gulf Arabic,Semi Full,2012,2.4,190000,True,0,Unreliable
ES,Aseer,Lexus,Automatic,Other,Full,2016,1.5,100000,False,128000,Moderate
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,190000,False,85000,Moderate
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,131408,False,69000,Moderate
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2010,5.3,143000,False,32000,Unreliable
Cressida,Al-Medina,Toyota,Manual,Gulf Arabic,Semi Full,1996,2.4,60000,True,0,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,295000,True,0,Unreliable
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2013,3.5,106000,False,45000,Unreliable
Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2016,1.6,18000,False,39000,Moderate
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015,5.7,168000,False,110000,Moderate
Ciocca,Taef,Toyota,Automatic,Saudi,Semi Full,2011,5.7,240000,True,0,Unreliable
S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,True,0,Moderate
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2013,5.6,223000,False,80000,Unreliable
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,59700,False,54500,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,277000,True,0,Unreliable
Panamera,Jeddah,Porsche,Automatic,Saudi,Full,2011,3.6,169000,True,0,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,85000,True,0,Moderate
Accent,Riyadh,Hyundai,Automatic,Other,Standard,2013,1.4,240,True,0,Unreliable
Land Cruiser 70,Taef,Toyota,Manual,Saudi,Full,1983,6.0,10000,True,0,Unreliable
A7,Dammam,Audi,Automatic,Saudi,Full,2016,3.0,130000,False,125000,Moderate
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.0,138000,False,132000,Moderate
KICKS,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,5.7,26000,True,0,Moderate
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.1,96000,False,81000,Moderate
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,62000,False,75000,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2012,2.0,202245,False,41000,Unreliable
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,136000,False,108000,Moderate
GL,Makkah,Mercedes,Automatic,Saudi,Full,2013,5.0,147000,False,160000,Unreliable
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2011,3.5,359000,False,60000,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2003,5.3,222000,False,27000,Unreliable
Rav4,Al-Ahsa,Toyota,Automatic,Other,Standard,2017,2.5,91000,True,0,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2015,5.7,153281,False,171500,Moderate
Sportage,Riyadh,Kia,Automatic,Saudi,Full,2020,1.6,7688,False,67000,Reliable
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,87656,False,146500,Moderate
6,Jeddah,MG,Automatic,Saudi,Full,2019,2.0,107,False,50000,Reliable
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,75000,False,66000,Moderate
Civic,Jeddah,Honda,Automatic,Saudi,Standard,2017,1.6,122,False,43000,Moderate
X,Dammam,BMW,Automatic,Saudi,Full,2015,3.6,62300,False,140000,Moderate
Range Rover,Makkah,Land Rover,Automatic,Saudi,Semi Full,2016,4.0,72000,False,280000,Moderate
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2007,3.5,200000,True,0,Unreliable
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.0,200000,False,125000,Unreliable
Camry,Taef,Toyota,Automatic,Saudi,Semi Full,2017,2.5,148000,True,0,Moderate
A5,Al-Medina,Audi,Automatic,Saudi,Full,2011,2.1,218000,False,40000,Unreliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,66000,False,58000,Moderate
Delta,Taef,Daihatsu,Manual,Saudi,Semi Full,2012,4.0,300000,True,0,Unreliable
Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2018,2.5,77000,False,65000,Moderate
GLE,Riyadh,Mercedes,Automatic,Saudi,Full,2018,3.0,40600,True,0,Moderate
Other,Jazan,Other,Manual,Other,Standard,2011,2.4,100000,True,0,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,False,92000,Moderate
Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2016,3.5,60000,True,0,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,55000,False,168000,Moderate
Explorer,Jeddah,Ford,Automatic,Other,Standard,2010,6.6,190000,False,20000,Unreliable
Land Cruiser,Makkah,Toyota,Manual,Saudi,Full,1999,4.7,238,False,40000,Unreliable
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,91700,False,48000,Moderate
Land Cruiser,Al-Ahsa,Toyota,Automatic,Other,Full,2015,4.6,139000,True,0,Moderate
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2013,3.3,237000,False,43000,Unreliable
Carenz,Jeddah,Kia,Manual,Saudi,Standard,2008,2.0,350,False,12000,Unreliable
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,78000,False,182000,Moderate
Silverado,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2014,4.3,52000,True,0,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,84655,False,61500,Moderate
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,6.0,260000,False,52000,Unreliable
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2021,5.0,5700,True,0,Reliable
Sierra,Dammam,GMC,Automatic,Saudi,Semi Full,2020,5.3,60000,False,155000,Moderate
Picanto,Dammam,Kia,Automatic,Other,Standard,2015,1.0,85000,False,18000,Moderate
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,1990,3.5,140000,False,5000,Unreliable
Optima,Tabouk,Kia,Automatic,Unknown,Semi Full,2018,2.4,125000,False,55000,Moderate
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2010,2.0,550000,False,20000,Unreliable
Victoria,Dammam,Ford,Automatic,Saudi,Standard,2012,4.5,220000,False,35000,Unreliable
S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.5,105000,False,112000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.5,97000,True,0,Moderate
The 5,Riyadh,BMW,Automatic,Saudi,Full,2009,2.3,216500,False,24000,Unreliable
Camry,Arar,Toyota,Automatic,Saudi,Standard,2015,1.5,180,False,28000,Moderate
ES,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,86000,False,125000,Moderate
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,98696,False,45000,Moderate
Escalade,Najran,Cadillac,Automatic,Other,Full,2007,6.2,222000,True,0,Unreliable
3,Al-Medina,Mazda,Automatic,Gulf Arabic,Semi Full,2016,1.6,130000,False,48000,Moderate
6,Al-Baha,Mazda,Automatic,Saudi,Semi Full,2009,3.7,299000,False,15000,Unreliable
Tucson,Riyadh,Hyundai,Automatic,Other,Full,2016,2.0,230,False,50000,Moderate
C,Makkah,Mercedes,Automatic,Saudi,Full,2016,6.3,50000,True,0,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,200,True,0,Moderate
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.6,99000,False,45000,Moderate
Expedition,Jubail,Ford,Automatic,Saudi,Full,2004,5.4,231091,True,0,Unreliable
ES,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,85000,False,80000,Moderate
Expedition,Riyadh,Ford,Manual,Saudi,Full,2013,5.4,225299,False,66587,Unreliable
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,151000,False,24000,Moderate
Cadenza,Arar,Kia,Automatic,Saudi,Semi Full,2018,1.6,7500,True,0,Moderate
Land Cruiser,Al-Medina,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,9000,False,350000,Reliable
Yaris,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,1.5,94000,True,0,Moderate
Marquis,Riyadh,Ford,Automatic,Saudi,Full,1998,4.6,492360,True,0,Unreliable
Superb,Riyadh,Škoda,Automatic,Other,Semi Full,2008,1.8,200000,False,15000,Unreliable
Land Cruiser,Riyadh,Toyota,Manual,Gulf Arabic,Full,2004,5.7,385000,True,0,Unreliable
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,168000,False,26000,Moderate
Carenz,Riyadh,Kia,Automatic,Saudi,Standard,2015,2.0,147,False,32000,Moderate
Patrol,Besha,Nissan,Automatic,Saudi,Standard,2019,4.0,54000,True,0,Moderate
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,60000,False,75000,Moderate
Traverse,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,56500,True,0,Moderate
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,1.6,11000,False,63000,Reliable
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,72000,False,42000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.0,116,False,42000,Moderate
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,6.0,208647,False,74000,Moderate
Expedition,Dammam,Ford,Automatic,Other,Full,2008,1.8,299000,False,22000,Unreliable
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,220000,False,135000,Moderate
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2016,1.0,86428,True,0,Moderate
6,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.5,78000,False,76000,Moderate
Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,131000,False,113000,Moderate
Hilux,Dammam,Toyota,Manual,Unknown,Full,2016,2.7,342125,True,0,Moderate
Caprice,Dammam,Chevrolet,Automatic,Other,Full,2004,6.0,400,True,0,Unreliable
H1,Dammam,Hyundai,Manual,Saudi,Standard,2017,2.4,100000,True,0,Moderate
Hiace,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.0,188000,False,44000,Moderate
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2014,1.6,160000,False,24000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,False,39000,Moderate
H1,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,49000,False,70000,Moderate
S300,Jeddah,Chrysler,Automatic,Saudi,Full,2014,3.6,94000,True,0,Moderate
CLS,Dammam,Mercedes,Automatic,Saudi,Full,2007,6.3,340000,False,21000,Unreliable
Elantra,Aseer,Hyundai,Automatic,Saudi,Full,2021,2.0,14000,True,0,Reliable
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2010,2.7,573000,False,37000,Unreliable
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,126000,False,82000,Moderate
Malibu,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,2010,2.5,135000,False,10000,Unreliable
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,4.0,37800,False,106000,Moderate
Ram,Dammam,Dodge,Manual,Saudi,Standard,2019,2.5,65000,False,50000,Moderate
Hilux,Qassim,Toyota,Manual,Saudi,Semi Full,2009,2.7,35000,True,0,Unreliable
The 4,Riyadh,BMW,Automatic,Gulf Arabic,Full,2018,2.0,45000,True,0,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,148450,False,128500,Moderate
Panamera,Al-Medina,Porsche,Automatic,Saudi,Full,2011,5.7,108000,False,99000,Unreliable
X,Dammam,BMW,Automatic,Gulf Arabic,Full,2020,3.0,2300,False,465000,Reliable
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2015,2.7,97000,True,0,Moderate
QX,Jeddah,INFINITI,Automatic,Saudi,Full,2014,3.7,32000,False,65000,Moderate
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2011,5.0,196000,False,55000,Unreliable
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2019,1.6,47000,False,46000,Reliable
Accent,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,98000,False,36500,Moderate
Expedition,Yanbu,Ford,Automatic,Saudi,Semi Full,2006,5.4,200000,False,12000,Unreliable
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,308000,False,120000,Unreliable
Flex,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,93000,False,45000,Moderate
Datsun,Jeddah,Nissan,Manual,Saudi,Full,2015,2.4,116,True,0,Moderate
Yukon,Najran,GMC,Automatic,Gulf Arabic,Semi Full,2008,5.3,395000,True,0,Unreliable
Terrain,Riyadh,GMC,Automatic,Saudi,Semi Full,2015,2.4,125000,False,38000,Moderate
Accent,Taef,Hyundai,Manual,Other,Standard,2014,1.4,252000,False,20000,Moderate
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,140000,False,40000,Moderate
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2017,2.5,123000,True,0,Moderate
Pajero,Qassim,Mitsubishi,Automatic,Other,Semi Full,2016,3.5,190,True,0,Moderate
Cadenza,Riyadh,Kia,Automatic,Saudi,Semi Full,2018,3.5,172000,False,68000,Moderate
Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,153000,True,0,Moderate
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2013,3.5,136000,True,0,Unreliable
Hiace,Jeddah,Toyota,Manual,Saudi,Standard,2013,2.7,270000,True,0,Unreliable
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2004,3.0,230000,False,15000,Unreliable
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.8,69000,False,77000,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2019,2.5,13136,False,99500,Reliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2017,1.6,132310,False,49500,Moderate
Range Rover,Dammam,Land Rover,Automatic,Saudi,Semi Full,2014,3.0,149000,True,0,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,4.0,134000,False,135000,Moderate
Datsun,Aseer,Nissan,Manual,Saudi,Full,2015,2.4,200000,False,40000,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,271000,False,55000,Moderate
Flex,Jazan,Ford,Automatic,Saudi,Standard,2014,3.5,142000,True,0,Moderate
Camry,Najran,Toyota,Automatic,Saudi,Semi Full,2020,2.5,30000,True,0,Reliable
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,123000,False,69000,Moderate
Caprice,Tabouk,Chevrolet,Manual,Saudi,Standard,2009,6.0,230945,False,15000,Unreliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,110000,False,27000,Moderate
Grand Vitara,Makkah,Suzuki,Manual,Saudi,Standard,2002,2.5,371000,True,0,Unreliable
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.5,111000,False,68000,Moderate
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Full,2014,3.3,150,False,50000,Moderate
A,Dammam,Mercedes,Automatic,Other,Full,2020,1.3,4700,False,165000,Reliable
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,2016,2.0,202332,False,57000,Moderate
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2012,3.6,360000,True,0,Unreliable
Touareg,Riyadh,Volkswagen,Automatic,Saudi,Semi Full,2012,4.0,243000,False,50000,Unreliable
A6,Jeddah,Audi,Automatic,Saudi,Full,2014,3.5,79000,False,85000,Moderate
Acadia,Aseer,GMC,Automatic,Saudi,Semi Full,2017,3.6,298000,False,75000,Moderate
LX,Jeddah,Lexus,Automatic,Other,Full,2006,4.7,246000,False,37000,Unreliable
The 7,Riyadh,BMW,Automatic,Saudi,Full,2018,2.0,52000,False,200000,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,5.3,194000,False,116000,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2006,5.3,377000,False,20000,Unreliable
Flying Spur,Makkah,Bentley,Automatic,Saudi,Full,2009,6.0,49000,False,220000,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,5.3,147000,True,0,Moderate
Avalon,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,3.5,65000,False,123000,Moderate
The 7,Jeddah,BMW,Automatic,Saudi,Full,2009,1.0,327000,False,48000,Unreliable
Hilux,Qurayyat,Toyota,Manual,Saudi,Full,2020,2.8,31000,True,0,Reliable
Marquis,Al-Baha,Ford,Automatic,Saudi,Full,1999,4.6,10000,True,0,Unreliable
Cressida,Riyadh,Toyota,Manual,Saudi,Semi Full,1993,4.0,492000,False,11000,Unreliable
Optima,Makkah,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,True,0,Moderate
Creta,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,125000,False,57000,Moderate
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2010,5.7,240000,False,25000,Unreliable
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2015,1.5,137000,True,0,Moderate
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,2.0,69000,False,82000,Moderate
Camry,Yanbu,Toyota,Automatic,Saudi,Standard,2016,2.5,111417,True,0,Moderate
The 5,Makkah,BMW,Automatic,Other,Semi Full,2005,2.0,278878,True,0,Unreliable
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2020,2.7,15000,False,105500,Reliable
S,Riyadh,Mercedes,Automatic,Saudi,Full,2018,3.0,73000,False,345000,Moderate
LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,73000,False,220000,Moderate
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2013,5.3,107000,False,75000,Unreliable
H3,Al-Medina,Hummer,Automatic,Other,Full,2007,3.5,330,True,0,Unreliable
FJ,Hail,Toyota,Automatic,Saudi,Semi Full,2016,4.6,272,False,85000,Moderate
Taurus,Qassim,Ford,Automatic,Saudi,Semi Full,2014,3.5,190000,True,0,Moderate
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2017,2.4,245000,False,45000,Moderate
Expedition,Jeddah,Ford,Automatic,Saudi,Full,2012,5.4,242,True,0,Unreliable
Marquis,Abha,Ford,Automatic,Saudi,Semi Full,2008,4.6,2500,True,0,Unreliable
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,82569,False,80500,Moderate
Land Cruiser,Abha,Toyota,Manual,Saudi,Semi Full,2002,4.6,214000,True,0,Unreliable
Charger,Dammam,Dodge,Automatic,Gulf Arabic,Semi Full,2019,3.6,55000,False,109000,Moderate
Cerato,Makkah,Kia,Automatic,Saudi,Standard,2020,1.6,31700,False,1500,Reliable
ES,Al-Ahsa,Lexus,Automatic,Other,Semi Full,2016,3.5,104000,False,98000,Moderate
Copper,Al-Ahsa,MINI,Automatic,Gulf Arabic,Semi Full,2016,2.0,107000,False,59000,Moderate
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,84000,True,0,Moderate
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,133634,False,146500,Moderate
Innova,Jeddah,Toyota,Automatic,Saudi,Full,2018,2.7,1000,True,0,Moderate
Tucson,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,16458,False,78500,Reliable
Abeka,Riyadh,Chevrolet,Automatic,Saudi,Full,2007,4.3,168000,True,0,Unreliable
The 7,Dammam,BMW,Automatic,Other,Full,1989,5.0,67000,False,48000,Moderate
Sierra,Riyadh,GMC,Automatic,Other,Standard,2011,5.3,262000,True,0,Unreliable
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,4.0,89000,False,118000,Moderate
VTC,Qassim,Nissan,Manual,Gulf Arabic,Standard,2014,4.8,244000,False,50000,Moderate
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.4,41853,False,60000,Moderate
S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,8.0,160000,False,110000,Unreliable
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.6,59000,False,248000,Moderate
Patrol,Makkah,Nissan,Manual,Saudi,Semi Full,2003,6.0,20017,True,0,Unreliable
Optima,Dammam,Kia,Automatic,Gulf Arabic,Full,2018,2.4,83000,False,75000,Moderate
Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.3,143000,False,87000,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87775,False,26000,Moderate
Camry,Qassim,Toyota,Automatic,Unknown,Standard,2019,2.5,30000,True,0,Reliable
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,98000,False,35000,Moderate
Camry,Jeddah,Toyota,Automatic,Unknown,Standard,2010,2.5,142333,True,0,Unreliable
Odyssey,Dammam,Honda,Automatic,Saudi,Semi Full,2016,3.5,71000,False,63000,Moderate
Hilux,Al-Ahsa,Toyota,Manual,Saudi,Full,2012,2.7,337681,True,0,Unreliable
Ciocca,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,5.7,85000,False,125000,Moderate
Suburban,Riyadh,Chevrolet,Automatic,Other,Full,2009,5.3,190000,True,0,Unreliable
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,135000,False,27500,Moderate
6,Qassim,Mazda,Automatic,Saudi,Semi Full,2019,2.5,92000,False,70000,Moderate
ES,Riyadh,Lexus,Automatic,Saudi,Standard,2019,2.5,30000,True,0,Reliable
LX,Tabouk,Lexus,Automatic,Gulf Arabic,Full,2014,5.7,128000,True,0,Moderate
Avalon,Al-Jouf,Toyota,Automatic,Other,Full,2008,3.6,201,False,30000,Unreliable
The M,Al-Ahsa,BMW,Automatic,Saudi,Full,2007,2.0,145000,True,0,Unreliable
Furniture,Makkah,Toyota,Automatic,Saudi,Full,2017,4.0,176000,False,55000,Moderate
Tahoe,Hail,Chevrolet,Automatic,Saudi,Standard,2021,8.5,7700,True,0,Reliable
Accent,Arar,Hyundai,Automatic,Saudi,Standard,2015,1.4,196,True,0,Moderate
Mustang,Dammam,Ford,Manual,Other,Standard,2015,5.0,119000,False,85000,Moderate
H1,Makkah,Hyundai,Automatic,Other,Semi Full,2016,2.4,280000,False,32000,Moderate
Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2014,2.5,88673,False,50000,Moderate
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2020,3.5,38000,False,68000,Reliable
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,5.7,236335,False,78500,Moderate
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,201074,False,55000,Moderate
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,64126,False,32000,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,1.1,166,True,0,Reliable
Explorer,Riyadh,Ford,Automatic,Other,Standard,2016,2.5,83000,False,86000,Moderate
Carnival,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2019,3.6,99000,False,2141,Moderate
Expedition,Riyadh,Ford,Automatic,Other,Semi Full,2007,5.4,250000,False,25000,Unreliable
Elantra,Jeddah,Hyundai,Automatic,Other,Full,2016,1.6,74000,False,50000,Moderate
Delta,Jeddah,Daihatsu,Manual,Saudi,Standard,2014,3.7,51000,True,0,Moderate
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,141000,True,0,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,280,True,0,Moderate
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2014,4.6,495000,True,0,Moderate
H1,Riyadh,Hyundai,Automatic,Other,Semi Full,2015,2.7,112000,True,0,Moderate
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,96000,False,85000,Moderate
500,Dammam,Fiat,Automatic,Gulf Arabic,Full,2017,1.4,74000,False,48000,Moderate
Range Rover,Al-Ahsa,Land Rover,Automatic,Other,Full,2015,2.8,102000,False,158000,Moderate
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,56991,False,33500,Moderate
Camry,Riyadh,Toyota,Manual,Saudi,Semi Full,2004,2.5,400000,False,15000,Unreliable
Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,3.0,85000,False,58000,Moderate
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,11000,True,0,Moderate
A8,Riyadh,Audi,Automatic,Saudi,Full,2014,3.0,175,True,0,Moderate
Prestige,Riyadh,Genesis,Automatic,Saudi,Semi Full,2013,3.8,185000,False,40000,Unreliable
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Standard,2016,2.4,80000,True,0,Moderate
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,150000,False,30000,Moderate
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.6,143000,False,38000,Moderate
C,Jeddah,Mercedes,Automatic,Other,Full,2016,2.2,95000,False,127000,Moderate
D-MAX,Dammam,Isuzu,Manual,Saudi,Standard,2015,2.5,445539,False,53000,Moderate
Tahoe,Hail,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,170000,True,0,Unreliable
Senta fe,Al-Baha,Hyundai,Automatic,Saudi,Full,2013,3.3,196000,False,39000,Unreliable
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,200000,False,57000,Moderate
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2018,2.7,67000,True,0,Moderate
